---,Name,Classification,Classification2,StaticMesh,Image
399,Modern_Arrmchair,furniture,chair,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Modern_Armchair.SM_Modern_Armchair',Texture2D'/Game/AssetDataList/Image/SMModern_Armchair.SMModern_Armchair'
400,ModernBed0,furniture,bed,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Modern_Bed_1.SM_Modern_Bed_1',Texture2D'/Game/AssetDataList/Image/ModernBed0.ModernBed0'
401,ModernBed1,furniture,bed,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Modern_Bed_2.SM_Modern_Bed_2',Texture2D'/Game/AssetDataList/Image/ModernBed1.ModernBed1'
402,ModernChair,furniture,chair,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Modern_Chair_1.SM_Modern_Chair_1',Texture2D'/Game/AssetDataList/Image/ModernChair0.ModernChair0'
403,ModernCupboard,furniture,cabinet,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Modern_Cupboard.SM_Modern_Cupboard',Texture2D'/Game/AssetDataList/Image/ModernCupboard.ModernCupboard'
404,ModernCupboard_SlidingDoor,furniture,cabinet,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Modern_Cupboard_Sliding_Door.SM_Modern_Cupboard_Sliding_Door',Texture2D'/Game/AssetDataList/Image/ModernCupboard_Sliding_Door.ModernCupboard_Sliding_Door'
405,ModernOfficechair,furniture,chair,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Modern_Office_chair.SM_Modern_Office_chair',Texture2D'/Game/AssetDataList/Image/ModernSofa0.ModernSofa0'
406,ModernSofa0,furniture,chair,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Modern_Sofa_1.SM_Modern_Sofa_1',Texture2D'/Game/AssetDataList/Image/ModernOfficechair.ModernOfficechair'
407,ModernSofa1,furniture,chair,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Modern_Sofa_2.SM_Modern_Sofa_2',Texture2D'/Game/AssetDataList/Image/ModernSofa1.ModernSofa1'
408,ModernTable,furniture,table,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Modern_Table.SM_Modern_Table',Texture2D'/Game/AssetDataList/Image/ModernTable.ModernTable'
409,Monitor,item,computer supplies,StaticMesh'/Game/OfficeScene/Meshes/SM_Monitor.SM_Monitor',Texture2D'/Game/AssetDataList/Image/SM_Monitor.SM_Monitor'
410,Mop,item,living,StaticMesh'/Game/MMSupermarket/Props/Mesh/SM_Mop.SM_Mop',Texture2D'/Game/AssetDataList/Image/Mop.Mop'
411,Moss0,wall,moss,StaticMesh'/Game/NaturePackage/Meshes/RescaledFlora/moss01.moss01',Texture2D'/Game/AssetDataList/Image/moss1.moss1'
412,Moss1,wall,moss,StaticMesh'/Game/NaturePackage/Meshes/RescaledFlora/moss03.moss03',Texture2D'/Game/AssetDataList/Image/moss2.moss2'
413,Mouse,item,computer supplies,StaticMesh'/Game/OfficeScene/Meshes/SM_Mouse.SM_Mouse',Texture2D'/Game/AssetDataList/Image/SM_Mouse.SM_Mouse'
414,Mousepad,item,computer supplies,StaticMesh'/Game/OfficeScene/Meshes/SM_Mousepad.SM_Mousepad',Texture2D'/Game/AssetDataList/Image/SM_Mousepad.SM_Mousepad'
415,Myatilk0,plants,plant,StaticMesh'/Game/NaturePackage/Meshes/flora/Myatlik1.Myatlik1',Texture2D'/Game/AssetDataList/Image/myatilk1.myatilk1'
416,Myatilk1,plants,plant,StaticMesh'/Game/NaturePackage/Meshes/RescaledFlora/Myatlik5.Myatlik5',Texture2D'/Game/AssetDataList/Image/myatilk2.myatilk2'
417,NeonLight,furniture,lamp,StaticMesh'/Game/InteractiveLights/Mesh/SM_NeonLight.SM_NeonLight',Texture2D'/Game/AssetDataList/Image/NeonLight.NeonLight'
418,Nettle0,plants,plant,StaticMesh'/Game/NaturePackage/Meshes/flora/nettle01.nettle01',Texture2D'/Game/AssetDataList/Image/nettle1.nettle1'
419,Nettle1,plants,plant,StaticMesh'/Game/NaturePackage/Meshes/flora/nettle02.nettle02',Texture2D'/Game/AssetDataList/Image/nettle2.nettle2'
420,NotebookB,item,book,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/Deskware/SM_NotebookB.SM_NotebookB',Texture2D'/Game/AssetDataList/Image/NotebookB.NotebookB'
421,NotebookD,item,book,StaticMesh'/Game/OfficeScene/Meshes/SM_Notebook.SM_Notebook',Texture2D'/Game/AssetDataList/Image/SM_Notebook.SM_Notebook'
422,NotebookStack_big,item,book,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/Deskware/SM_NotebookStack_big.SM_NotebookStack_big',Texture2D'/Game/AssetDataList/Image/NotebookStack_big.NotebookStack_big'
423,Oduvanchik0,plants,plant,StaticMesh'/Game/NaturePackage/Meshes/flora/Oduvanchik01.Oduvanchik01',Texture2D'/Game/AssetDataList/Image/oduvanchik01.oduvanchik01'
424,Oduvanchik1,plants,plant,StaticMesh'/Game/NaturePackage/Meshes/flora/Oduvanchik02.Oduvanchik02',Texture2D'/Game/AssetDataList/Image/oduvanchik02.oduvanchik02'
425,OldChair,furniture,chair,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Old_Chair.SM_Old_Chair',Texture2D'/Game/AssetDataList/Image/OldChair.OldChair'
426,OldPicture,furniture,picture,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Picture.SM_Picture',Texture2D'/Game/AssetDataList/Image/OldPicture.OldPicture'
427,OldTable,furniture,table,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Old_Table.SM_Old_Table',Texture2D'/Game/AssetDataList/Image/OldTable.OldTable'
428,Orange,food,fruit,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_Orange.SM_Orange',Texture2D'/Game/AssetDataList/Image/Orange.Orange'
429,Orangejuice,food,drink,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_FDBottle01_O_Big.SM_FDBottle01_O_Big',Texture2D'/Game/AssetDataList/Image/Bottle_Bia2.Bottle_Bia2'
430,Outlet,furniture,lamp,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_Outlet.SM_Outlet',Texture2D'/Game/AssetDataList/Image/Outlet.Outlet'
431,OwlPic,furniture,picture,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_OwlPic.SM_OwlPic',Texture2D'/Game/AssetDataList/Image/OwlPic.OwlPic'
432,PackageMeat,food,meat,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_PackagedMeat01.SM_PackagedMeat01',Texture2D'/Game/AssetDataList/Image/PackagedMeat.PackagedMeat'
433,Packet_Chips,food,snack,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_Packet1_1_Chips.SM_Packet1_1_Chips',Texture2D'/Game/AssetDataList/Image/Chips1.Chips1'
434,PacketChip,food,snack,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_Packet2_1_Chips.SM_Packet2_1_Chips',Texture2D'/Game/AssetDataList/Image/PacketChips.PacketChips'
435,Painting0,furniture,picture,StaticMesh'/Game/OfficeScene/Meshes/SM_Painting.SM_Painting',Texture2D'/Game/AssetDataList/Image/SM_Painting.SM_Painting'
436,Painting1,furniture,picture,StaticMesh'/Game/MMSupermarket/Props/Mesh/SM_Painting01.SM_Painting01',Texture2D'/Game/AssetDataList/Image/Painting1.Painting1'
437,Pasta0,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_PAPasta1.SM_PAPasta1',Texture2D'/Game/AssetDataList/Image/Pasta.Pasta'
438,Pasta1,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_PAPasta2.SM_PAPasta2',Texture2D'/Game/AssetDataList/Image/Pasta2.Pasta2'
439,PeaceLily,plants,plant,StaticMesh'/Game/HouseplantPack/Geometry/Plants/SM_peaceLily.SM_peaceLily',Texture2D'/Game/AssetDataList/Image/PeaceLily.PeaceLily'
440,PeaceLilyPot,plants,pot,StaticMesh'/Game/HouseplantPack/Geometry/SM_MERGED_peaceLily.SM_MERGED_peaceLily',Texture2D'/Game/AssetDataList/Image/PeaceLilyPot.PeaceLilyPot'
441,Pen,item,stationery,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/Deskware/SM_Pen.SM_Pen',Texture2D'/Game/AssetDataList/Image/Pen.Pen'
442,PencilCase_filled,item,stationery,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/Deskware/SM_PencilCase_filled.SM_PencilCase_filled',Texture2D'/Game/AssetDataList/Image/PencilCase_filled.PencilCase_filled'
443,PencilG,item,stationery,StaticMesh'/Game/OfficeScene/Meshes/SM_Pencil.SM_Pencil',Texture2D'/Game/AssetDataList/Image/PencilG.PencilG'
444,PencilPot,item,stationery,StaticMesh'/Game/OfficeScene/Meshes/SM_PencilPot.SM_PencilPot',Texture2D'/Game/AssetDataList/Image/SM_PencilPot.SM_PencilPot'
445,Pepperoni,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_Pepperoni.SM_Pepperoni',Texture2D'/Game/AssetDataList/Image/Pepperoni1.Pepperoni1'
446,Philodendron,plants,plant,StaticMesh'/Game/HouseplantPack/Geometry/Plants/SM_philodendron.SM_philodendron',Texture2D'/Game/AssetDataList/Image/philodendron.philodendron'
447,PhilodendronPot,plants,pot,StaticMesh'/Game/HouseplantPack/Geometry/SM_MERGED_philodendron.SM_MERGED_philodendron',Texture2D'/Game/AssetDataList/Image/philodendronPot.philodendronPot'
448,Picture_big,furniture,picture,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_Picture_big.SM_Picture_big',Texture2D'/Game/AssetDataList/Image/Picture_big.Picture_big'
449,Picture_mid,furniture,picture,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_Picture_mid.SM_Picture_mid',Texture2D'/Game/AssetDataList/Image/Picture_mid.Picture_mid'
450,PineTree0,plants,tree,StaticMesh'/Game/NaturePackage/Meshes/flora/PineTree01.PineTree01',Texture2D'/Game/AssetDataList/Image/pinetree1.pinetree1'
451,PineTree1,plants,tree,StaticMesh'/Game/NaturePackage/Meshes/RescaledFlora/PineTree03.PineTree03',Texture2D'/Game/AssetDataList/Image/pinetree2.pinetree2'
452,Pinkflower0,plants,flower,StaticMesh'/Game/PN_OpenWorldFoliage/Meshes/openWorld_flower_01_01.openWorld_flower_01_01',Texture2D'/Game/AssetDataList/Image/flower1-1.flower1-1'
453,Pinkflower1,plants,flower,StaticMesh'/Game/PN_OpenWorldFoliage/Meshes/openWorld_flower_01_02.openWorld_flower_01_02',Texture2D'/Game/AssetDataList/Image/flower1-2.flower1-2'
454,PlantA,plants,pot,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_PlantA.SM_PlantA',Texture2D'/Game/AssetDataList/Image/PlantA.PlantA'
455,PlantB,plants,pot,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_PlantB.SM_PlantB',Texture2D'/Game/AssetDataList/Image/PlantB.PlantB'
456,PlantCirclepot0,plants,vase,StaticMesh'/Game/DiningSets/Meshes/SM_PlantPot01.SM_PlantPot01',Texture2D'/Game/AssetDataList/Image/plant_circlepot1.plant_circlepot1'
457,PlantCirclepot1,plants,vase,StaticMesh'/Game/DiningSets/Meshes/SM_PlantPot02.SM_PlantPot02',Texture2D'/Game/AssetDataList/Image/plant_circlepot2.plant_circlepot2'
458,PlantStand0,plants,vase,StaticMesh'/Game/HouseplantPack/Geometry/Pots/SM_plantStand01.SM_plantStand01',Texture2D'/Game/AssetDataList/Image/PlantStand0.PlantStand0'
459,PlantStand1,plants,vase,StaticMesh'/Game/HouseplantPack/Geometry/Pots/SM_plantStand02.SM_plantStand02',Texture2D'/Game/AssetDataList/Image/PlantStand1.PlantStand1'
460,PlantStand2,plants,vase,StaticMesh'/Game/HouseplantPack/Geometry/Pots/SM_plantStand03.SM_plantStand03',Texture2D'/Game/AssetDataList/Image/PlantStand2.PlantStand2'
461,Plotter,item,computer supplies,StaticMesh'/Game/OfficeScene/Meshes/SM_Plotter.SM_Plotter',Texture2D'/Game/AssetDataList/Image/SM_Plotter.SM_Plotter'
462,Poatato,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_Potato_01.SM_Potato_01',Texture2D'/Game/AssetDataList/Image/Potato1.Potato1'
463,POS,item,counter,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_POS.SM_POS',Texture2D'/Game/AssetDataList/Image/Pos.Pos'
464,PoufSmall,furniture,table,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_PoufSmall.SM_PoufSmall',Texture2D'/Game/AssetDataList/Image/PoufSmall.PoufSmall'
465,Printer,item,computer supplies,StaticMesh'/Game/OfficeScene/Meshes/SM_Printer.SM_Printer',Texture2D'/Game/AssetDataList/Image/SM_Printer.SM_Printer'
466,Rail,item,itemetc,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_Rail01_01.SM_Rail01_01',Texture2D'/Game/AssetDataList/Image/Rail.Rail'
467,Rail_Door,item,itemetc,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_Rail01_Door.SM_Rail01_Door',Texture2D'/Game/AssetDataList/Image/RailDoor.RailDoor'
468,Rail_DoorBase,item,itemetc,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_Rail01_DoorBase.SM_Rail01_DoorBase',Texture2D'/Game/AssetDataList/Image/RailDoorBase.RailDoorBase'
469,Ramashka0,plants,plant,StaticMesh'/Game/NaturePackage/Meshes/flora/Ramashka01.Ramashka01',Texture2D'/Game/AssetDataList/Image/ramashka01.ramashka01'
470,Ramashka1,plants,plant,StaticMesh'/Game/NaturePackage/Meshes/RescaledFlora/Ramashka03.Ramashka03',Texture2D'/Game/AssetDataList/Image/ramashka02.ramashka02'
471,RedRobe,item,itemetc,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_RedRobe.SM_RedRobe',Texture2D'/Game/AssetDataList/Image/RedRobe.RedRobe'
472,Refrigerator0,item,counter,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_Refrigerator_01.SM_Refrigerator_01',Texture2D'/Game/AssetDataList/Image/Refrigerator.Refrigerator'
473,Refrigerator1,item,machine,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_Refrigerator.SM_Refrigerator',Texture2D'/Game/AssetDataList/Image/re112.re112'
474,RFVending,item,living,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_RFVending_01.SM_RFVending_01',Texture2D'/Game/AssetDataList/Image/RF_Vending.RF_Vending'
475,Rock_boulder0,plants,rock,StaticMesh'/Game/ProceduralNaturePack/Meshes/rocks_boulders/rock_boulder_a.rock_boulder_a',Texture2D'/Game/AssetDataList/Image/rock_boulder_a.rock_boulder_a'
476,Rock_boulder1,plants,rock,StaticMesh'/Game/ProceduralNaturePack/Meshes/rocks_boulders/rock_boulder_b1.rock_boulder_b1',Texture2D'/Game/AssetDataList/Image/rock_boulder_b1.rock_boulder_b1'
477,Rock_group_small_0,plants,rock,StaticMesh'/Game/ProceduralNaturePack/Meshes/rocks_small/rock_group_small_a1.rock_group_small_a1',Texture2D'/Game/AssetDataList/Image/rock_group_small_a1.rock_group_small_a1'
478,Rock_group_small_1,plants,rock,StaticMesh'/Game/ProceduralNaturePack/Meshes/rocks_small/rock_group_small_b1.rock_group_small_b1',Texture2D'/Game/AssetDataList/Image/rock_group_small_b1.rock_group_small_b1'
479,Rock_group_small_2,plants,rock,StaticMesh'/Game/ProceduralNaturePack/Meshes/rocks_small/rock_group_small_c3.rock_group_small_c3',Texture2D'/Game/AssetDataList/Image/rock_group_small_c3.rock_group_small_c3'
480,rock0,plants,rock,StaticMesh'/Game/NaturePackage/Meshes/flora/rock2.rock2',Texture2D'/Game/AssetDataList/Image/rock01.rock01'
481,rock1,plants,rock,StaticMesh'/Game/NaturePackage/Meshes/RescaledFlora/rock4.rock4',Texture2D'/Game/AssetDataList/Image/rock02.rock02'
482,rock2,plants,rock,StaticMesh'/Game/NaturePackage/Meshes/RescaledFlora/rock8.rock8',Texture2D'/Game/AssetDataList/Image/rock03.rock03'
483,rock3,plants,rock,StaticMesh'/Game/NaturePackage/Meshes/flora/rock6.rock6',Texture2D'/Game/AssetDataList/Image/rock04.rock04'
484,RockingChair,furniture,chair,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_RockingChair.SM_RockingChair',Texture2D'/Game/AssetDataList/Image/RockingChair.RockingChair'
485,Roof_A-1,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Roof/Type_B/SM_Roof_B1.SM_Roof_B1',Texture2D'/Game/AssetDataList/Image/Roof_A-1.Roof_A-1'
486,Roof_A1end,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Roof/Type_B/SM_Roof_B_End_A.SM_Roof_B_End_A',Texture2D'/Game/AssetDataList/Image/Roof_A1end.Roof_A1end'
487,Roof_A1window,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Roof/Type_B/SM_Roof_B1_Complete.SM_Roof_B1_Complete',Texture2D'/Game/AssetDataList/Image/Roof_A1window.Roof_A1window'
488,Roof_A-2,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Roof/Type_B/SM_Roof_B_End_A_Window_3.SM_Roof_B_End_A_Window_3',Texture2D'/Game/AssetDataList/Image/Roof_A-2.Roof_A-2'
489,Roof_A2end,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Roof/Type_B/SM_Roof_B_End_A1.SM_Roof_B_End_A1',Texture2D'/Game/AssetDataList/Image/Roof_A2end.Roof_A2end'
490,Roof_A2window,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Roof/Type_B/SM_Roof_B2_Window.SM_Roof_B2_Window',Texture2D'/Game/AssetDataList/Image/Roof_A2window.Roof_A2window'
491,Roof_A-3,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Roof/Type_B/SM_Roof_B_Side_A2.SM_Roof_B_Side_A2',Texture2D'/Game/AssetDataList/Image/Roof_A-3.Roof_A-3'
492,Roof_A3window,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Roof/Type_B/SM_Roof_B3_Window.SM_Roof_B3_Window',Texture2D'/Game/AssetDataList/Image/Roof_A3window.Roof_A3window'
493,Rosemary,plants,plant,StaticMesh'/Game/HouseplantPack/Geometry/Plants/SM_rosemary.SM_rosemary',Texture2D'/Game/AssetDataList/Image/Rosemary.Rosemary'
494,RoundStand,furniture,table,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_RoundStand.SM_RoundStand',Texture2D'/Game/AssetDataList/Image/RoundStand.RoundStand'
495,Rug,item,furnitureetc,StaticMesh'/Game/MMSupermarket/Props/Mesh/SM_Rug01.SM_Rug01',Texture2D'/Game/AssetDataList/Image/Rug1.Rug1'
496,Ruler,item,stationery,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/Deskware/SM_Ruler.SM_Ruler',Texture2D'/Game/AssetDataList/Image/Ruler.Ruler'
497,SaleTriangle,item,itemetc,StaticMesh'/Game/MMSupermarket/Ads/Mesh/SM_Ad_Sale01.SM_Ad_Sale01',Texture2D'/Game/AssetDataList/Image/SaleTriangle.SaleTriangle'
498,SciFILamp,furniture,lamp,StaticMesh'/Game/InteractiveLights/Mesh/SM_SciFiLamp.SM_SciFiLamp',Texture2D'/Game/AssetDataList/Image/SciFiLamp.SciFiLamp'
499,Scissors,item,stationery,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/Deskware/SM_Scissors.SM_Scissors',Texture2D'/Game/AssetDataList/Image/Scissors.Scissors'
500,Shampoo0,item,living,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/BathroomWare/SM_Shampoo.SM_Shampoo',Texture2D'/Game/AssetDataList/Image/Shampoo.Shampoo'
501,Shampoo1,item,living,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_CP3Shampoo01.SM_CP3Shampoo01',Texture2D'/Game/AssetDataList/Image/Shampoo1.Shampoo1'
502,Shampoo2,item,itemetc,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_CP3Shampoo02.SM_CP3Shampoo02',Texture2D'/Game/AssetDataList/Image/Shampoo2.Shampoo2'
503,Shelf0,item,counter,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_Shelf_01.SM_Shelf_01',Texture2D'/Game/AssetDataList/Image/Shelf.Shelf'
504,Shelf1,furniture,furnitureetc,StaticMesh'/Game/ModularFantasyHouse/Meshes/Props/SM_Shelf.SM_Shelf',Texture2D'/Game/AssetDataList/Image/SM_Shelf.SM_Shelf'
505,ShoppingBags,item,stationery,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_ShoppingBags.SM_ShoppingBags',Texture2D'/Game/AssetDataList/Image/ShoppingBeg.ShoppingBeg'
506,ShowroomFloor,room,roometc,StaticMesh'/Game/OfficeScene/Meshes/Room/SM_ShowroomFloor.SM_ShowroomFloor',Texture2D'/Game/AssetDataList/Image/SM_ShowroomFloor.SM_ShowroomFloor'
507,ShowroomWalls,room,roometc,StaticMesh'/Game/OfficeScene/Meshes/Room/SM_ShowroomWalls.SM_ShowroomWalls',Texture2D'/Game/AssetDataList/Image/SM_ShowroomWalls.SM_ShowroomWalls'
508,Sidewalk0,plants,road,StaticMesh'/Game/MMSupermarket/SMBuilding/Mesh/SM_Sidewalk.SM_Sidewalk',Texture2D'/Game/AssetDataList/Image/Sidewalk.Sidewalk'
509,Sidewalk1,plants,road,StaticMesh'/Game/MMSupermarket/SMBuilding/Mesh/SM_Sidewalk02.SM_Sidewalk02',Texture2D'/Game/AssetDataList/Image/Sidewalk2.Sidewalk2'
510,Sign_store_broken_d,item,itemetc,StaticMesh'/Game/ModularBuildingSet/Meshes/Store_Signs/sign_store_broken_d.sign_store_broken_d',Texture2D'/Game/AssetDataList/Image/sign_store_broken_d.sign_store_broken_d'
511,Sign_store_c,item,itemetc,StaticMesh'/Game/ModularBuildingSet/Meshes/Store_Signs/sign_store_c.sign_store_c',Texture2D'/Game/AssetDataList/Image/sign_store_c.sign_store_c'
512,Sign_store_intact_d,item,itemetc,StaticMesh'/Game/ModularBuildingSet/Meshes/Store_Signs/sign_store_intact_d.sign_store_intact_d',Texture2D'/Game/AssetDataList/Image/sign_store_intact_d.sign_store_intact_d'
513,Sign_store0,item,itemetc,StaticMesh'/Game/ModularBuildingSet/Meshes/Store_Signs/sign_store_a.sign_store_a',Texture2D'/Game/AssetDataList/Image/sign_store_a.sign_store_a'
514,Sign_store1,item,itemetc,StaticMesh'/Game/ModularBuildingSet/Meshes/Store_Signs/sign_store_a1.sign_store_a1',Texture2D'/Game/AssetDataList/Image/sign_store_a1.sign_store_a1'
515,Sign_store2,item,itemetc,StaticMesh'/Game/ModularBuildingSet/Meshes/Store_Signs/sign_store_b1.sign_store_b1',Texture2D'/Game/AssetDataList/Image/sign_store_b1.sign_store_b1'
516,SirenLight,furniture,lamp,StaticMesh'/Game/InteractiveLights/Mesh/SM_SirenLight.SM_SirenLight',Texture2D'/Game/AssetDataList/Image/SirenLight.SirenLight'
517,Slums_Cloth_01b,item,living,StaticMesh'/Game/SoulCave/Environment/Meshes/Building_Slum/SM_Slums_Cloth_01b.SM_Slums_Cloth_01b',Texture2D'/Game/AssetDataList/Image/Slums_Cloth_01b.Slums_Cloth_01b'
518,Slums_Trash_01a,item,itemetc,StaticMesh'/Game/SoulCave/Environment/Meshes/Building_Slum/SM_Slums_Trash_01a.SM_Slums_Trash_01a',Texture2D'/Game/AssetDataList/Image/Slums_Trash_01a.Slums_Trash_01a'
519,Slums_Trashbag,item,itemetc,StaticMesh'/Game/SoulCave/Environment/Meshes/Building_Slum/SM_Slums_Trashbag.SM_Slums_Trashbag',Texture2D'/Game/AssetDataList/Image/Slums_Trashbag.Slums_Trashbag'
520,Slums_Wall_01h,wall,archi,StaticMesh'/Game/SoulCave/Environment/Meshes/Building_Slum/SM_Slums_Wall_01h.SM_Slums_Wall_01h',Texture2D'/Game/AssetDataList/Image/Slums_Wall_01h.Slums_Wall_01h'
521,Slums_Wall_02h,wall,stone,StaticMesh'/Game/SoulCave/Environment/Meshes/Building_Slum/SM_Slums_Wall_02h.SM_Slums_Wall_02h',Texture2D'/Game/AssetDataList/Image/Slums_Wall_02h.Slums_Wall_02h'
522,Slums_Wall_02k,wall,stone,StaticMesh'/Game/SoulCave/Environment/Meshes/Building_Slum/SM_Slums_Wall_02k.SM_Slums_Wall_02k',Texture2D'/Game/AssetDataList/Image/Slums_Wall_02k.Slums_Wall_02k'
523,Slums_WoodWall_01e,wall,archi,StaticMesh'/Game/SoulCave/Environment/Meshes/Building_Slum/SM_Slums_WoodWall_01e.SM_Slums_WoodWall_01e',Texture2D'/Game/AssetDataList/Image/Slums_WoodWall_01e.Slums_WoodWall_01e'
524,Slums_WoodWall_02b,wall,archi,StaticMesh'/Game/SoulCave/Environment/Meshes/Building_Slum/SM_Slums_WoodWall_02b.SM_Slums_WoodWall_02b',Texture2D'/Game/AssetDataList/Image/Slums_WoodWall_02b.Slums_WoodWall_02b'
525,SM_JalousieBig_D,furniture,furnitureetc,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_JalousieBig_D.SM_JalousieBig_D',Texture2D'/Game/AssetDataList/Image/SM_JalousieBig_D.SM_JalousieBig_D'
526,SmallVase0,plants,vase,StaticMesh'/Game/HouseplantPack/Geometry/Pots/SM_smallPot01.SM_smallPot01',Texture2D'/Game/AssetDataList/Image/SmallVase0.SmallVase0'
527,SmallVase1,plants,vase,StaticMesh'/Game/HouseplantPack/Geometry/Pots/SM_smallPot02.SM_smallPot02',Texture2D'/Game/AssetDataList/Image/SmallVase1.SmallVase1'
528,SMBuilding,room,roometc,StaticMesh'/Game/MMSupermarket/SMBuilding/Mesh/SM_SMBuilding.SM_SMBuilding',Texture2D'/Game/AssetDataList/Image/Building.Building'
529,SMSign,item,itemetc,StaticMesh'/Game/MMSupermarket/SMBuilding/Mesh/SM_SMSign.SM_SMSign',Texture2D'/Game/AssetDataList/Image/Smsign.Smsign'
530,SnakePlant,plants,plant,StaticMesh'/Game/HouseplantPack/Geometry/Plants/SM_snakePlant.SM_snakePlant',Texture2D'/Game/AssetDataList/Image/Snake.Snake'
531,SnakePlant0,item,pot,StaticMesh'/Game/OfficeScene/Meshes/SM_SnakePlant.SM_SnakePlant',Texture2D'/Game/AssetDataList/Image/SnakePlant0.SnakePlant0'
532,SnakePlantPot,plants,pot,StaticMesh'/Game/HouseplantPack/Geometry/SM_MERGED_snakePlant.SM_MERGED_snakePlant',Texture2D'/Game/AssetDataList/Image/SnakePot.SnakePot'
533,Soap,item,living,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/BathroomWare/SM_Soap.SM_Soap',Texture2D'/Game/AssetDataList/Image/Soap.Soap'
534,SofaBig,furniture,chair,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_SofaBig.SM_SofaBig',Texture2D'/Game/AssetDataList/Image/SofaBig.SofaBig'
535,SofaSmall,furniture,chair,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_SofaSmall.SM_SofaSmall',Texture2D'/Game/AssetDataList/Image/SofaSmall.SofaSmall'
536,Softener0,item,living,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_CP2Softener1.SM_CP2Softener1',Texture2D'/Game/AssetDataList/Image/Softener1.Softener1'
537,Softener1,item,living,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_CP2Softener2.SM_CP2Softener2',Texture2D'/Game/AssetDataList/Image/Softener2.Softener2'
538,Soul_bush,plants,tree,StaticMesh'/Game/SoulCave/Environment/Meshes/Nature/SM_S_Soul_bush.SM_S_Soul_bush',Texture2D'/Game/AssetDataList/Image/Soul_bush.Soul_bush'
